rank,country_name,finalIq,pop2021,mother_educ,father_educ,gender,internet,math,read,science,stu_wgt,desk,room,television,computer_n,car,book,wealth,escs,class
36,Poland,96,37797.005,ISCED 3A,ISCED 3A,female,yes,541.013,565.445,517.963,91.65083,yes,yes,1,2,2,26-100,-0.4829,0.5999,MED-HIGH
81,Brazil,85,213993.437,ISCED 2,ISCED 1,male,yes,245.344,222.3,252.293,62.7457,no,yes,2,0,1,0-10,-1.2656,-0.9652,LOW
28,Denmark,97,5813.298,"ISCED 3B, C",ISCED 3A,male,yes,651.738,598.988,649.492,5.35588,yes,yes,3+,3+,2,101-200,0.6794,1.0918,MED-HIGH
9,Netherlands,100,17173.099,ISCED 2,ISCED 3A,male,yes,536.326,550.605,472.786,44.70532,yes,yes,3+,2,2,0-10,-0.1594,0.1542,HIGH
15,Australia,99,25788.215,ISCED 3A,ISCED 3A,male,yes,677.493,782.729,784.942,9.5707,yes,yes,2,3+,2,more than 500,0.36870000000000003,0.8854,HIGH
80,Indonesia,85,276361.783,ISCED 2,"ISCED 3B, C",female,no,419.012,429.11,404.253,796.00289605,yes,yes,2,1,1,0-10,-1.6226,-0.63,LOW
73,United Arab Emirates,87,9991.089,ISCED 3A,ISCED 3A,female,yes,448.383,491.144,486.406,4.48129,yes,yes,2,2,2,11-25,0.5108,0.5454,LOW-MED
117,Albania,82,2872.933,ISCED 3A,ISCED 2,male,yes,228.89,187.609,267.551,7.95645,yes,yes,1,0,0,0-10,-1.66,-1.3392,LOW
108,Colombia,83,51265.844,ISCED 3A,ISCED 3A,female,no,369.856,488.743,432.403,3.74978,yes,yes,0,1,0,11-25,-2.0782,-0.9651,LOW
81,Brazil,85,213993.437,ISCED 3A,ISCED 3A,male,yes,409.489,500.089,435.946,290.9259,no,yes,2,1,0,0-10,-1.3095,-1.3322,LOW
22,Sweden,98,10160.169,ISCED 3A,"ISCED 3B, C",female,yes,495.298,529.304,520.814,17.15488,yes,yes,3+,2,1,11-25,0.0713,-0.104,HIGH
75,Jordan,86,10269.021,ISCED 1,ISCED 1,female,yes,305.348,397.493,393.129,6.86228,no,no,2,1,2,0-10,-0.5605,-2.1398,LOW-MED
117,Albania,82,2872.933,ISCED 3A,ISCED 3A,female,no,396.876,414.632,460.068,9.52355,no,yes,1,1,0,0-10,-1.14675,-0.569875,LOW
43,Portugal,94,10167.925,ISCED 2,ISCED 1,male,yes,352.723,413.233,474.01,1.11765,yes,yes,1,1,1,0-10,-1.1872,-1.8441,LOW-MED
182,Guinea,66,13497.244,"ISCED 3B, C","ISCED 3B, C",male,yes,493.5785,441.14575,473.79675,1.26172,yes,yes,3+,2,3+,101-200,1.1956,1.0010750000000002,LOW
40,Malta,95,442.784,ISCED 2,ISCED 2,female,yes,457.097,370.536,425.719,1.59509,yes,yes,3+,3+,3+,26-100,0.160225,-0.8215,MED-HIGH
61,Thailand,89,69950.85,ISCED 1,ISCED 1,male,no,561.609,502.823,515.084,3.04762,yes,no,3+,2,2,11-25,-1.054,-2.0824,LOW-MED
9,Netherlands,100,17173.099,ISCED 2,ISCED 2,female,yes,575.054,554.796,586.319,44.999,yes,yes,2,1,1,26-100,-0.8447,-0.6862,HIGH
9,Netherlands,100,17173.099,ISCED 3A,ISCED 2,male,yes,550.33,494.357,509.651,46.74149,yes,yes,3+,3+,3+,26-100,0.4521,-0.0407,HIGH
62,Chile,89,19212.361,ISCED 3A,"ISCED 3B, C",female,yes,343.875,390.288,398.443,25.82525,yes,yes,3+,3+,1,26-100,-0.3277,-0.4506,LOW-MED
38,Latvia,95,1866.942,ISCED 3A,ISCED 3A,female,yes,580.965,542.295,566.582,2.3375,yes,yes,2,3+,2,101-200,-0.1075,0.6977,MED-HIGH
8,Canada,100,38067.903,ISCED 3A,ISCED 3A,female,yes,581.22,641.135,573.299,9.44368,yes,yes,2,3+,2,101-200,0.16,0.9469,HIGH
16,Belgium,99,11632.326,ISCED 2,ISCED 2,female,yes,520.921,506.065,515.435,1.97981,yes,yes,3+,2,1,101-200,0.0578,-0.8663,HIGH
5,South Korea,104,51305.186,ISCED 3A,ISCED 3A,female,yes,673.243,663.624,598.954,108.9199,yes,yes,1,2,3+,more than 500,-0.4952,-0.5341,HIGH
61,Thailand,89,69950.85,ISCED 1,ISCED 1,male,no,436.697,465.623,507.253,128.5198,no,no,2,0,0,11-25,-2.8071,-3.1325,LOW-MED
19,Germany,98,83900.473,ISCED 2,ISCED 2,female,yes,437.932,512.043,490.953,109.0267,no,yes,3+,1,2,11-25,0.0038,-0.5552,HIGH
91,Montenegro,85,628.053,"ISCED 3B, C","ISCED 3B, C",male,yes,595.077,442.064,510.511,1.06522,yes,yes,3+,2,1,11-25,-0.2253,0.0024,LOW
15,Australia,99,25788.215,ISCED 3A,ISCED 3A,female,yes,508.369,524.69,542.453,24.47772,yes,no,2,3+,0,201-500,0.2946,0.3715,HIGH
24,Slovakia,98,5460.721,ISCED 3A,ISCED 3A,male,yes,422.373,429.938,407.988,5.59373,yes,no,3+,2,2,11-25,-0.0852,-0.3586,HIGH
20,France,98,65426.179,ISCED 3A,"ISCED 3B, C",female,yes,550.532,653.299,604.529,109.1431,yes,yes,1,3+,3+,101-200,-0.0378,0.3713,HIGH
8,Canada,100,38067.903,ISCED 3A,ISCED 3A,male,yes,538.154,533.895,514.775,30.85118,no,yes,2,2,1,11-25,-0.3935,-0.2417,HIGH
117,Albania,82,2872.933,ISCED 3A,ISCED 3A,male,no,402.838,384.72,369.746,7.68251,yes,yes,2,1,1,0-10,-1.337925,-0.07517499999999998,LOW
8,Canada,100,38067.903,ISCED 3A,ISCED 2,female,yes,438.726,431.835,414.147,11.82741,yes,yes,3+,2,3+,11-25,-0.135,-0.2357,HIGH
81,Brazil,85,213993.437,ISCED 3A,ISCED 1,male,yes,372.884,426.879,427.367,79.82515,yes,yes,2,0,0,0-10,-1.149925,-1.687025,LOW
58,Uruguay,90,3485.151,ISCED 2,"ISCED 3B, C",male,yes,656.285,645.382,647.038,5.03903,yes,no,3+,3+,2,11-25,0.2138,1.0495,LOW-MED
85,Tunisia,85,11935.766,ISCED 1,"ISCED 3B, C",male,no,344.241,320.27,302.902,21.9125,yes,no,1,1,0,0-10,-2.6756,-1.8146,LOW
18,Estonia,99,1325.185,ISCED 3A,"ISCED 3B, C",male,yes,724.204,632.424,702.624,1.4627,yes,yes,3+,3+,2,26-100,0.6701,0.9849,HIGH
8,Canada,100,38067.903,ISCED 3A,ISCED 3A,male,yes,593.233,556.078,524.339,44.49655,yes,yes,3+,3+,3+,101-200,0.6159,-0.0639,HIGH
85,Tunisia,85,11935.766,ISCED 3A,ISCED 3A,female,no,442.905,421.721,459.103,20.46997,yes,no,1,0,0,0-10,-3.4449,-2.1829,LOW
75,Jordan,86,10269.021,ISCED 3A,ISCED 3A,male,yes,411.222,272.97,394.768,17.83122,yes,yes,2,3+,1,more than 500,0.6147,1.2706,LOW-MED
20,France,98,65426.179,ISCED 3A,ISCED 3A,male,yes,590.229,617.556,641.273,114.2501,yes,yes,2,2,1,201-500,-0.8769,-0.0624,HIGH
70,Mexico,87,130262.216,ISCED 3A,ISCED 3A,female,no,410.275,381.741,410.462,210.9951,yes,no,1,1,0,0-10,-2.0857,-0.5258,LOW-MED
127,Qatar,80,2930.528,"ISCED 3B, C","ISCED 3B, C",male,yes,539.974,580.732,570.057,1.10203,yes,yes,1,3+,0,26-100,-0.7573,-2e-4,LOW
25,New Zealand,98,4860.643,ISCED 2,ISCED 3A,female,yes,487.567,550.262,550.765,9.98851,yes,yes,3+,2,3+,201-500,0.6791,1.1955,HIGH
24,Slovakia,98,5460.721,ISCED 3A,ISCED 3A,female,yes,480.393,451.614,459.891,7.44245,yes,yes,3+,3+,2,101-200,0.9015,0.1112,HIGH
60,Turkey,89,85042.738,ISCED 2,ISCED 3A,female,yes,591.117,565.835,552.081,156.535,yes,yes,1,2,1,201-500,-0.7795,-0.0464,LOW-MED
35,Spain,96,46745.216,ISCED 2,ISCED 2,female,yes,597.382,647.929,627.363,69.94698,yes,yes,1,1,2,26-100,-0.5711,-1.7756,MED-HIGH
24,Slovakia,98,5460.721,ISCED 3A,ISCED 3A,female,yes,537.727,469.698,416.766,6.07679,yes,yes,3+,3+,2,0-10,0.6206,0.2319,HIGH
127,Qatar,80,2930.528,ISCED 3A,ISCED 3A,male,yes,340.065,342.905,266.801,1.06522,no,yes,3+,0,3+,11-25,0.1816,-0.0342,LOW
23,Hungary,98,9634.164,ISCED 2,"ISCED 3B, C",male,yes,523.332,433.837,504.583,13.2339,yes,yes,1,1,1,26-100,-0.7291,-1.4298,HIGH
29,Norway,97,5465.63,"ISCED 3B, C",ISCED 3A,male,yes,429.438,354.639,457.716,11.4359,yes,yes,3+,3+,3+,26-100,1.975,0.6681,MED-HIGH
61,Thailand,89,69950.85,ISCED 3A,ISCED 3A,male,yes,442.932,467.059,470.066,107.4896,yes,yes,2,3+,2,11-25,-0.0056,-0.3015,LOW-MED
11,Finland,100,5548.36,ISCED 3A,ISCED 2,male,yes,588.91,561.63,564.693,9.24952,yes,yes,3+,3+,2,101-200,0.4431,-0.3823,HIGH
24,Slovakia,98,5460.721,"ISCED 3B, C","ISCED 3B, C",female,yes,462.244,403.305,383.067,5.85995,yes,yes,3+,3+,2,26-100,0.7643,0.1181,HIGH
73,United Arab Emirates,87,9991.089,ISCED 3A,ISCED 3A,female,yes,516.757,562.564,532.436,4.41502,yes,yes,2,3+,3+,101-200,1.9252,1.6223,LOW-MED
34,Italy,96,60367.477,ISCED 3A,ISCED 3A,male,no,708.286,688.932,690.607,1.05263,yes,yes,0,1,0,101-200,-2.3277,-0.565,MED-HIGH
108,Colombia,83,51265.844,ISCED 3A,ISCED 3A,female,yes,472.327,613.118,536.479,68.42522,yes,yes,3+,2,1,26-100,-0.5539,0.1275,LOW
15,Australia,99,25788.215,ISCED 3A,ISCED 3A,male,yes,426.55,465.689,508.527,1.2724,yes,yes,2,3+,2,0-10,0.6896249999999999,0.574075,HIGH
36,Poland,96,37797.005,ISCED 3A,ISCED 3A,female,yes,556.64,560.69,522.028,64.59026,yes,yes,2,3+,1,201-500,0.142,0.9815,MED-HIGH
116,Dominican Republic,82,10953.703,less than ISCED1,ISCED 3A,male,yes,285.569,404.047,362.561,28.83188,yes,yes,2,1,0,11-25,-1.1231,0.0852,LOW
31,Slovenia,97,2078.724,"ISCED 3B, C","ISCED 3B, C",male,yes,408.889,427.647,408.811,1.27901,yes,yes,3+,3+,2,101-200,0.8646,0.5084,MED-HIGH
9,Netherlands,100,17173.099,ISCED 2,ISCED 2,female,yes,458.172,382.281,487.048,17.26255,yes,yes,2,3+,2,0-10,0.7738,0.3716,HIGH
16,Belgium,99,11632.326,"ISCED 3B, C",ISCED 2,female,yes,519.442,565.87,525.646,1.81818,no,yes,3+,2,1,101-200,-0.7668,-0.2237,HIGH
31,Slovenia,97,2078.724,ISCED 3A,"ISCED 3B, C",male,yes,427.379,488.561,476.852,4.43129,yes,yes,2,2,2,101-200,-0.2056,0.2768,MED-HIGH
31,Slovenia,97,2078.724,"ISCED 3B, C","ISCED 3B, C",male,yes,408.339,358.377,375.028,1.13158,yes,yes,2,2,2,26-100,-0.3237,-0.2343,MED-HIGH
60,Turkey,89,85042.738,ISCED 3A,ISCED 3A,male,yes,426.189,322.99,377.973,109.9078,yes,yes,1,2,1,11-25,-0.5195,-0.5806,LOW-MED
45,Ireland,94,4982.907,ISCED 3A,ISCED 3A,female,yes,485.038,511.405,454.347,8.03017,yes,yes,3+,3+,3+,26-100,0.754525,0.3958,LOW-MED
73,United Arab Emirates,87,9991.089,ISCED 3A,ISCED 3A,male,yes,466.149,400.78,443.433,4.6222,yes,yes,2,3+,2,26-100,0.7013,0.9182,LOW-MED
40,Malta,95,442.784,ISCED 3A,ISCED 3A,male,yes,467.355,308.619,441.438,1.225,yes,yes,1,1,1,201-500,-0.5132,1.2256,MED-HIGH
8,Canada,100,38067.903,ISCED 3A,ISCED 3A,male,yes,557.429,579.207,578.635,6.44,yes,yes,3+,3+,2,26-100,1.5603,0.4496,HIGH
44,Israel,94,8789.774,ISCED 3A,ISCED 3A,male,yes,730.386,693.687,760.583,15.51198,yes,yes,3+,3+,2,more than 500,1.2989,0.9267,LOW-MED
117,Albania,82,2872.933,ISCED 3A,ISCED 3A,female,yes,493.121,330.566,403.841,4.64739,yes,yes,1,1,0,0-10,-0.71805,-0.357375,LOW
10,Switzerland,100,8715.494,ISCED 3A,"ISCED 3B, C",male,yes,457.111,258.01,350.778,15.19553,yes,yes,2,3+,1,more than 500,-0.2363,-0.6255,HIGH
39,Luxembourg,95,634.814,ISCED 3A,ISCED 3A,female,yes,614.018,551.903,597.833,1.08,yes,yes,3+,3+,2,201-500,0.4197,1.6398,MED-HIGH
62,Chile,89,19212.361,ISCED 3A,ISCED 3A,female,yes,496.526,510.019,495.676,26.79637,yes,no,3+,2,2,26-100,-0.4128,-0.6231,LOW-MED
40,Malta,95,442.784,ISCED 3A,ISCED 3A,female,yes,704.173,678.427,676.25,1.10526,yes,yes,2,3+,1,more than 500,0.9407,1.2409,MED-HIGH
127,Qatar,80,2930.528,ISCED 2,"ISCED 3B, C",female,yes,305.532,380.734,335.409,1,no,yes,3+,3+,3+,11-25,2.3725,0.8049,LOW
108,Colombia,83,51265.844,ISCED 2,"ISCED 3B, C",male,yes,284.097,335.53,284.514,118.2688,yes,yes,1,0,0,0-10,-1.986525,-0.1601,LOW
108,Colombia,83,51265.844,"ISCED 3B, C",ISCED 3A,female,yes,336.77,410.218,370.805,92.21031,yes,yes,2,2,0,26-100,-0.8206,0.7246,LOW
35,Spain,96,46745.216,ISCED 1,ISCED 2,male,yes,616.851,579.293,596.978,57.43534,yes,yes,3+,2,1,26-100,-0.6443,-0.4465,MED-HIGH
8,Canada,100,38067.903,ISCED 3A,ISCED 3A,male,yes,576.78,539.883,565.666,27.54739,yes,yes,2,1,2,26-100,-1.0947,0.6564,HIGH
127,Qatar,80,2930.528,"ISCED 3B, C","ISCED 3B, C",female,yes,624.967,499.435,573.639,1,yes,yes,2,3+,1,101-200,0.19215,1.043925,LOW
8,Canada,100,38067.903,ISCED 3A,ISCED 3A,female,yes,397.823,361.039,382.387,18.49377,no,no,2,0,1,11-25,-1.7748,-0.7188,HIGH
23,Hungary,98,9634.164,ISCED 3A,ISCED 3A,female,yes,558.134,578.928,508.779,13.53771,yes,yes,1,3+,2,201-500,0.5444,0.8525,HIGH
44,Israel,94,8789.774,ISCED 3A,ISCED 3A,male,yes,475.208,450.232,460.704,17.07433,yes,yes,3+,3+,3+,more than 500,3.9444,1.7163,LOW-MED
61,Thailand,89,69950.85,ISCED 2,ISCED 3A,male,yes,409.851,345.853,396.537,106.4546,yes,yes,2,0,2,26-100,-1.0964,-1.1443,LOW-MED
54,Romania,91,19127.774,ISCED 3A,"ISCED 3B, C",female,yes,490.1,562.413,525.65,32.36861,yes,yes,2,1,1,11-25,-1.956,-1.1942,LOW-MED
22,Sweden,98,10160.169,ISCED 3A,ISCED 3A,female,yes,512.229,564.865,623.287,14.82469,yes,yes,1,2,1,26-100,-0.6568,0.1438,HIGH
61,Thailand,89,69950.85,ISCED 1,ISCED 1,female,no,424.312,386.616,404.144,39.99793,yes,yes,1,0,2,11-25,-2.2299,-3.1202,LOW-MED
30,Croatia,97,4081.651,ISCED 2,ISCED 3A,male,yes,564.014,633.603,553.567,8.31818,yes,yes,3+,2,2,101-200,-0.2354,-0.5072,MED-HIGH
15,Australia,99,25788.215,ISCED 3A,ISCED 2,female,yes,426.309,361.262,428.634,24.58314,yes,yes,2,2,1,0-10,0.15,-0.2897,HIGH
108,Colombia,83,51265.844,ISCED 3A,ISCED 3A,female,yes,457.447,615.947,537.326,8.41082,yes,yes,2,2,0,11-25,-0.9905,-1.1456,LOW
35,Spain,96,46745.216,ISCED 3A,ISCED 3A,male,yes,672.457,668.232,684.068,52.11925,yes,yes,2,3+,1,101-200,-0.2334,0.8098,MED-HIGH
45,Ireland,94,4982.907,ISCED 3A,ISCED 3A,male,yes,586.988,689.851,656.131,12.76166,yes,yes,1,1,2,more than 500,-0.1492,0.4397,LOW-MED
15,Australia,99,25788.215,ISCED 3A,"ISCED 3B, C",male,yes,465.813,473.592,459.526,12.83541,yes,yes,3+,3+,3+,26-100,2.4349,1.4302,HIGH
5,South Korea,104,51305.186,ISCED 3A,"ISCED 3B, C",female,yes,561.12,529.28,518.974,92.3967,yes,yes,1,1,1,201-500,-0.2993,-0.1619,HIGH
95,Algeria,84,44616.624,less than ISCED1,less than ISCED1,female,no,343.135,360.907,407.345,46.80065,yes,yes,2,1,3+,26-100,-0.7501,-2.4764,LOW
70,Mexico,87,130262.216,ISCED 3A,ISCED 1,male,yes,373.181,396.668,422.984,185.6534,no,yes,3+,2,2,0-10,0.3176,-0.3914,LOW-MED
48,Bulgaria,93,6896.663,"ISCED 3B, C","ISCED 3B, C",male,yes,595.293,575.662,586.768,8.26716,yes,yes,3+,2,1,0-10,-0.1275,-0.2416,LOW-MED
17,Austria,99,9043.07,ISCED 3A,less than ISCED1,male,yes,501.879,446.104,413.472,3.98016,yes,yes,1,0,1,11-25,-1.777,0.5265,HIGH
96,Peru,84,33359.418,ISCED 1,ISCED 3A,female,yes,434.112,500.237,466.585,53.02421,yes,yes,3+,1,1,201-500,-1.7161,-1.6722,LOW
81,Brazil,85,213993.437,ISCED 2,ISCED 3A,male,yes,429.974,411.937,436.182,58.33861,yes,yes,3+,1,1,0-10,-1.2205,-1.1875,LOW
54,Romania,91,19127.774,ISCED 3A,ISCED 2,male,yes,373.887,322.569,327.776,38.26903,yes,yes,3+,2,2,11-25,0.2596,-0.4315,LOW-MED
81,Brazil,85,213993.437,ISCED 1,less than ISCED1,female,yes,347.992,362.715,382.823,11.24896,yes,yes,1,1,0,26-100,-1.3568,-2.4207,LOW
70,Mexico,87,130262.216,ISCED 2,ISCED 2,male,no,485.42,468.208,494.477,171.4286,yes,yes,3+,1,0,11-25,-1.5192,-1.5995,LOW-MED
73,United Arab Emirates,87,9991.089,ISCED 3A,ISCED 3A,female,yes,508.326,542.505,544.187,5.19704,yes,no,1,2,1,0-10,-0.4951,-0.1814,LOW-MED
41,Vietnam,94,98168.833,less than ISCED1,ISCED 3A,female,yes,597.167,600.368,628.703,157.0186,yes,no,1,1,0,101-200,-2.2524,-1.2163,LOW-MED
5,South Korea,104,51305.186,ISCED 3A,"ISCED 3B, C",female,yes,625.125,679.902,580.353,119.6828,yes,yes,2,2,1,26-100,-0.3073,-0.677,HIGH
20,France,98,65426.179,ISCED 3A,"ISCED 3B, C",male,yes,538.007,604.715,541.95,105.5219,yes,yes,2,3+,3+,101-200,0.7689,0.3443,HIGH
28,Denmark,97,5813.298,ISCED 3A,ISCED 2,male,yes,551.294,569.064,607.155,12.95401,yes,yes,3+,3+,2,26-100,0.4977,1.2841,MED-HIGH
36,Poland,96,37797.005,ISCED 3A,"ISCED 3B, C",female,yes,469.992,507.875,484.094,87.68447,yes,yes,3+,2,1,201-500,-0.0863,0.8346,MED-HIGH
4,Japan,104,126050.804,ISCED 3A,ISCED 3A,male,yes,556.146,482.609,522.953,163.8681,yes,yes,1,2,0,more than 500,-0.914,0.9225,HIGH
91,Montenegro,85,628.053,"ISCED 3B, C",ISCED 2,male,no,499.537,431.735,467.454,1.06329,yes,no,1,1,0,101-200,-2.2896,-1.6805,LOW
41,Vietnam,94,98168.833,ISCED 3A,ISCED 2,female,yes,560.534,531.173,580.224,163.7599,yes,yes,2,1,0,101-200,-1.2253,-0.3403,LOW-MED
34,Italy,96,60367.477,"ISCED 3B, C",ISCED 2,female,yes,530.088,503.329,522.558,2.9248,yes,yes,3+,2,2,0-10,-0.43120000000000003,-0.7866,MED-HIGH
38,Latvia,95,1866.942,ISCED 3A,"ISCED 3B, C",male,yes,434.228,393.853,451.214,3.0243,yes,yes,2,3+,1,26-100,-0.2287,0.4091,MED-HIGH
35,Spain,96,46745.216,ISCED 3A,ISCED 2,female,yes,455.714,547.624,500.434,59.25468,yes,yes,3+,3+,2,more than 500,1.2698,1.2263,MED-HIGH
29,Norway,97,5465.63,ISCED 3A,"ISCED 3B, C",female,yes,616.946,668.028,564.277,11.90788,yes,yes,2,3+,2,201-500,0.9891,0.8687,MED-HIGH
39,Luxembourg,95,634.814,ISCED 3A,ISCED 2,female,yes,492.363,481.133,541.48,1.02778,yes,yes,3+,3+,2,101-200,-0.1919,-0.6586,MED-HIGH
31,Slovenia,97,2078.724,"ISCED 3B, C","ISCED 3B, C",female,yes,518.943,528.703,538.674,2.5,yes,yes,1,2,2,26-100,-0.300075,0.7556,MED-HIGH
27,United States,97,332915.073,ISCED 3A,ISCED 2,male,yes,443.041,478.324,423.847,662.3813,no,yes,3+,1,2,11-25,-0.3701,-0.2698,MED-HIGH
15,Australia,99,25788.215,ISCED 3A,ISCED 2,male,yes,466.582,458.647,494.386,8.47255,yes,yes,3+,3+,3+,26-100,0.9969,0.9208,HIGH
46,Lithuania,94,2689.862,"ISCED 3B, C","ISCED 3B, C",female,yes,393.338,409.456,374.474,1.1014,yes,no,1,1,1,26-100,-1.3096,-1.2215,LOW-MED
39,Luxembourg,95,634.814,ISCED 2,ISCED 2,male,yes,346.601,349.555,374.264,1.04494,yes,yes,3+,3+,1,more than 500,1.9159,0.5676,MED-HIGH
116,Dominican Republic,82,10953.703,ISCED 1,ISCED 2,male,no,150.371,234.209,284.903,25.13202,yes,yes,1,1,0,0-10,-2.0747,-1.286,LOW
1,Singapore,107,5896.686,ISCED 3A,ISCED 3A,female,yes,573.989,540.856,531.829,6.53684,yes,no,2,3+,1,101-200,0.2136,0.1591,HIGH
76,Costa Rica,86,5139.052,ISCED 2,ISCED 2,male,yes,380.963,380.833,364.444,7.11749,yes,no,3+,1,2,11-25,-0.8641,0.341,LOW-MED
25,New Zealand,98,4860.643,ISCED 3A,ISCED 3A,female,yes,530.583,562.313,556.476,12.575,yes,yes,1,3+,2,11-25,0.6594,0.4592,HIGH
11,Finland,100,5548.36,ISCED 3A,ISCED 3A,female,yes,434.078,527.067,435.534,8.27545,yes,yes,3+,2,2,101-200,-0.4152,1.1459,HIGH
116,Dominican Republic,82,10953.703,ISCED 3A,ISCED 3A,female,yes,265.87,374.339,316.766,27.55229,no,yes,1,1,0,11-25,-1.4264,-0.2857,LOW
75,Jordan,86,10269.021,ISCED 3A,"ISCED 3B, C",male,yes,470.077,376.089,412.205,4.989,yes,yes,3+,1,0,26-100,-0.6381,-1.0874,LOW-MED
8,Canada,100,38067.903,ISCED 3A,ISCED 3A,male,yes,414.523,455.912,496.32,17.791,yes,yes,3+,3+,2,26-100,0.5516,0.5106,HIGH
9,Netherlands,100,17173.099,ISCED 2,ISCED 2,male,yes,540.971,471.881,536.013,44.34566,yes,yes,3+,2,1,26-100,-0.1595,-0.7157,HIGH
81,Brazil,85,213993.437,ISCED 3A,ISCED 3A,female,yes,461.456,561.866,597.369,100.5565,yes,yes,2,3+,1,101-200,-0.2957,0.8662,LOW
17,Austria,99,9043.07,ISCED 3A,ISCED 3A,male,yes,662.807,685.388,678.756,5.83095,yes,yes,2,1,2,201-500,-0.5501,0.8873,HIGH
15,Australia,99,25788.215,"ISCED 3B, C","ISCED 3B, C",male,yes,427.298,475.651,503.152,5.10169,yes,yes,3+,3+,3+,0-10,2.0818,0.0729,HIGH
1,Singapore,107,5896.686,ISCED 3A,ISCED 3A,female,yes,527.351,498.941,455.77,3.71053,no,yes,3+,3+,1,201-500,-0.0695,0.3525,HIGH
47,Greece,93,10370.744,ISCED 3A,"ISCED 3B, C",female,yes,397.031,365.487,369.941,16.86105,yes,no,1,0,1,101-200,-1.0847,-0.7944,LOW-MED
41,Vietnam,94,98168.833,ISCED 1,ISCED 2,male,no,512.665,482.66,571.433,97.44885,yes,yes,3+,0,0,201-500,-2.0768,-1.8467,LOW-MED
75,Jordan,86,10269.021,ISCED 3A,ISCED 3A,female,yes,435.271,419.39,418.868,22.0303,yes,yes,2,3+,3+,26-100,0.1062,0.1728,LOW-MED
11,Finland,100,5548.36,ISCED 3A,"ISCED 3B, C",male,yes,470.864,521.142,519.047,9.42846,yes,yes,2,1,2,0-10,-1.0867,-1.4036,HIGH
30,Croatia,97,4081.651,ISCED 3A,ISCED 3A,female,yes,460.142,570.409,490.745,8.46862,yes,yes,3+,1,1,more than 500,-0.5247,0.9442,MED-HIGH
14,United Kingdom,99,68207.116,ISCED 3A,"ISCED 3B, C",female,yes,318.793,434.409,369.223,126.3006,yes,yes,3+,3+,2,101-200,1.6979,1.2149,HIGH
47,Greece,93,10370.744,ISCED 3A,ISCED 3A,male,yes,550.842,549.934,518.964,25.91644,yes,no,2,2,1,201-500,-0.4643,1.2428,LOW-MED
34,Italy,96,60367.477,"ISCED 3B, C",ISCED 3A,female,yes,387.98,400.232,361.843,2.92376,yes,yes,1,1,2,0-10,-0.6363,-0.2351,MED-HIGH
23,Hungary,98,9634.164,ISCED 3A,ISCED 3A,female,yes,549.233,519.031,528.555,13.77565,yes,yes,2,3+,1,101-200,-0.9986,0.8389,HIGH
39,Luxembourg,95,634.814,ISCED 2,less than ISCED1,female,yes,532.007,591.186,550.755,1.02,yes,yes,3+,2,3+,26-100,0.9102,-0.5047,MED-HIGH
43,Portugal,94,10167.925,ISCED 2,ISCED 2,male,yes,442.14,346.319,382.981,15.42994,yes,no,3+,2,1,0-10,-0.2414,-1.6523,LOW-MED
81,Brazil,85,213993.437,ISCED 1,less than ISCED1,female,no,265.181,320.524,329.543,25.66329,no,no,1,0,0,11-25,-3.7409,-3.0555,LOW
9,Netherlands,100,17173.099,ISCED 2,ISCED 2,male,yes,342.878,418.915,317.185,47.13568,yes,yes,3+,3+,2,0-10,0.939,-0.614,HIGH
75,Jordan,86,10269.021,ISCED 2,ISCED 2,male,yes,428.976,451.97,415.601,3.62857,no,no,2,0,0,11-25,-2.5434,-1.7801,LOW-MED
76,Costa Rica,86,5139.052,ISCED 3A,less than ISCED1,male,no,400.002,451.864,409.057,6.33239,yes,yes,1,1,0,0-10,-1.941,-1.1779,LOW-MED
22,Sweden,98,10160.169,ISCED 3A,ISCED 3A,male,yes,485.252,363.523,495.006,41.47892,yes,yes,3+,3+,1,26-100,0.1635,0.4404,HIGH
81,Brazil,85,213993.437,ISCED 2,ISCED 2,female,yes,408.123,473.085,403.403,283.8917,yes,no,2,1,1,0-10,-1.0133,-2.3831,LOW
46,Lithuania,94,2689.862,ISCED 3A,ISCED 3A,male,yes,428.862,411.858,459.509,10.6724,yes,yes,2,2,1,11-25,-0.7316,0.6622,LOW-MED
47,Greece,93,10370.744,"ISCED 3B, C","ISCED 3B, C",male,yes,400.979,306.324,376.107,16.08146,yes,yes,3+,3+,2,101-200,0.7598,-0.5383,LOW-MED
1,Singapore,107,5896.686,ISCED 3A,ISCED 3A,female,yes,639.211,633.969,613.384,7.54827,yes,yes,2,3+,1,26-100,0.6275,0.2408,HIGH
17,Austria,99,9043.07,ISCED 3A,ISCED 3A,male,yes,330.831,220.743,288.36,11.90201,yes,yes,1,0,1,101-200,-1.0653,-0.2397,HIGH
52,Moldova,92,4024.019,ISCED 2,ISCED 2,female,yes,410.859,477.71,455.24,6.44524,yes,yes,1,2,1,0-10,-0.751,-0.8743,LOW-MED
95,Algeria,84,44616.624,ISCED 3A,ISCED 3A,male,no,491.312,374.154,500.57,58.68067,yes,no,2,0,0,0-10,-2.7912,-0.5694,LOW
60,Turkey,89,85042.738,ISCED 1,ISCED 1,female,yes,410.385,412.174,342.108,117.1791,yes,no,1,1,1,11-25,-1.3995,-2.0256,LOW-MED
